,Powierzchnia,Czynsz,Liczba pokoi,Kaucja,Piętro,Rodzaj zabudowy,Dostępne od,balkon,ogród,taras,Obsługa zdalna,Stan wykończenia,Typ ogłoszeniodawcy,Wynajmę również studentom,Wyposażenie,Media,Ogrzewanie,Zabezpieczenia,Okna,Winda,Miejsce parkingowe,Rok budowy,Materiał budynku,Informacje dodatkowe,is_adverb,link,localisation,price,room_count,space_sm,representative,lat,lng,powiat,Ludnosc
2081,61.0,330.0,2.0,4000.0,4.0,Rodzaj_zabudowy_inne,2022-07-01,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",telewizja kablowa,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2011.0,cegła,tylko dla niepalących,False,/pl/oferta/jedyny-taki-adres-ul-cechowa-24-apartamenty-sfera-ID2PrNF,"Bielsko-Biała, Centrum, ul. Cechowa 24",2800.0,2.0,61.0,Oferta prywatna,49.8250716,19.0473133,Bielsko-biała,156307.0
2082,80.0,-1.0,2.0,-1.0,3.0,dom wolnostojący,2022-06-30,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,gazowe,,,nie,garaż/miejsce parkingowe,1980.0,cegła,,False,/pl/oferta/miszkanie-w-domu-ID4gYfU,"Białystok, Jaroszówka, Księdza Jana Twardowskiego",1700.0,2.0,80.0,Biuro nieruchomości,53.1588113,23.19092,Białystok,268143.0
2084,39.33,450.0,2.0,3000.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,kotłownia,,,nie,garaż/miejsce parkingowe,2015.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/mieszkanie-do-wynajecia-nowe-kliny-2-pokoje-39m2-ID4gOjy,"Kraków, Swoszowice, ul. prof. Bronisława Geremka",2200.0,2.0,39.33,Oferta prywatna,50.0036134,19.8927607,Kraków,141070.0
2086,58.0,600.0,3.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2016.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/kazimierz-ekskluzywny-3-pok-apartament-garaz-ID4gYim,"Kraków, Stare Miasto, Kazimierz",4500.0,3.0,58.0,Biuro nieruchomości,50.0495003,19.9429071,Kraków,141070.0
2090,56.0,350.0,2.0,-1.0,0.0,Rodzaj_zabudowy_inne,,0,0,1,,,biuro nieruchomości ,,,,,,plastikowe,nie,,2014.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-56-m-radom-ID4gYf6,"Radom, Idalin, Wyścigowa",2000.0,2.0,56.0,Biuro nieruchomości,51.3755112,21.1707935,Radom,192417.0
2091,44.0,-1.0,2.0,-1.0,0.0,Rodzaj_zabudowy_inne,2022-06-01,0,0,0,,,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka",,,,,nie,,2021.0,Materiał_budynku_inne,,False,/pl/oferta/mieszaknie-na-wynajem-ID4gYeJ,"Długa, Wieliczka, małopolskie",2200.0,2.0,44.0,Biuro nieruchomości,49.9989487,20.0554043,Wielicki,18227.14285714286
2092,38.0,492.0,2.0,-1.0,4.0,blok,2022-07-01,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,tak,,1963.0,wielka płyta,,False,/pl/oferta/2-oddzielne-pokoje-balkon-metro-wierzbno-ID4gYeO,"Warszawa, Mokotów, Wierzbno, Wołoska",2200.0,2.0,38.0,Biuro nieruchomości,52.1938741,21.0019615,Warszawa,90327.38888888889
2093,67.0,-1.0,3.0,-1.0,2.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-w-wysokim-standardzie-przy-parku-ID4gYeG,"Łódź, Bałuty, gen. Karola Kniaziewicza",4000.0,3.0,67.0,Biuro nieruchomości,51.7997955,19.4382318,Łódź,120202.8
2096,68.0,850.0,3.0,3500.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,silikat,,False,/pl/oferta/klimatyzowany-3-pokojowy-apartament-nowy-brynow-ID4gYdN,"Katowice, Brynów-Zgrzebnioka, Nowy Brynów",3800.0,3.0,68.0,Oferta prywatna,50.240443,19.005058,Katowice,261379.0
2097,28.0,-1.0,1.0,1700.0,1.0,blok,2022-06-01,1,0,0,,,biuro nieruchomości ,,,,miejskie,,plastikowe,nie,,2005.0,cegła,,False,/pl/oferta/do-wynajecia-przestronna-kawalerka-z-balkonem-ID4gYeH,"Świdnica, świdnicki, dolnośląskie",1700.0,1.0,28.0,Biuro nieruchomości,50.8498434,16.475679,Świdnicki,12683.64705882353
2100,26.0,-1.0,1.0,2500.0,4.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,"teren zamknięty, domofon / wideofon",plastikowe,nie,,1968.0,cegła,oddzielna kuchnia,False,/pl/oferta/kawalerka-na-muranowie-ID4gOiS,"Warszawa, Śródmieście, Śródmieście Północne",2500.0,1.0,26.0,Oferta prywatna,52.23546349999999,21.0076736,Warszawa,90327.38888888889
2102,52.0,-1.0,2.0,2300.0,3.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,nie,,1962.0,cegła,pom. użytkowe,False,/pl/oferta/przytulne-2-pokojowe-mieszkanie-w-centrum-lublina-ID4gYdk,"Lublin, Śródmieście",2300.0,2.0,52.0,Oferta prywatna,51.24263,22.5562697,Lublin,314208.0
2103,37.0,350.0,1.0,2800.0,3.0,apartamentowiec,2022-06-05,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,,2010.0,cegła,oddzielna kuchnia,False,/pl/oferta/bemowo-studio-37m2-wysoki-standard-od-czerwca-ID4bgVb,"Warszawa, Bemowo, ul. Dywizjonu 303",2350.0,1.0,37.0,Oferta prywatna,52.2465776,20.9107064,Warszawa,90327.38888888889
2106,40.0,300.0,2.0,3000.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,,1955.0,cegła,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/2pokoje-przy-placu-centralnym-wysoki-standard-ID4gYcN,"Kraków, Nowa Huta, os. Centrum A",2000.0,2.0,40.0,Biuro nieruchomości,50.0721137,20.0413435,Kraków,141070.0
2107,56.0,800.0,2.0,3750.0,10.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,,1980.0,wielka płyta,"piwnica, tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/dwupokojowe-odremontowane-mieszkanie-50m-od-metra-ID45byW,"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Zamiejska 17",2500.0,2.0,56.0,Oferta prywatna,52.2755644,21.0570757,Warszawa,90327.38888888889
2109,89.5,290.0,6.0,4000.0,1.0,szeregowiec,,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,gazowe,,plastikowe,nie,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,dwupoziomowe,False,/pl/oferta/mieszkanie-4-pokoje-z-salonem-w-lusowku-ID4gWoh,"Lusówko, wielkopolskie",3000.0,0.0,89.5,Oferta prywatna,52.4224081,16.6484971,Poznański,15708.6
2114,73.0,-1.0,3.0,-1.0,2.0,blok,,1,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2021.0,żelbet,pom. użytkowe,False,/pl/oferta/nowy-apartament-na-woli-swietna-lokalizacja-ID4gXxJ,"Warszawa, Wola, Odolany",7000.0,3.0,73.0,Oferta prywatna,52.2197139,20.9428669,Warszawa,90327.38888888889
2116,44.0,500.0,2.0,-1.0,4.0,apartamentowiec,,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"system alarmowy, monitoring / ochrona",,tak,,2016.0,cegła,,False,/pl/oferta/klimatyzowane-dwupokojowe-mieszkanie-przy-operze-ID4gcZv,"Białystok, Centrum, Mławska",2200.0,2.0,44.0,Biuro nieruchomości,53.1282522,23.1476078,Białystok,268143.0
2117,51.0,700.0,3.0,2000.0,3.0,blok,,1,0,0,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,domofon / wideofon,plastikowe,nie,,1970.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/sloneczne-3-pokojowe-mieszkanie-welnowiec-ID4gYme,"Katowice, Wełnowiec-Józefowiec",1600.0,3.0,51.0,Oferta prywatna,50.28199710000001,19.0243505,Katowice,261379.0
2119,39.0,515.0,2.0,-1.0,1.0,apartamentowiec,2022-06-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, piekarnik, telewizor",,miejskie,,plastikowe,tak,,2019.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/tuz-przy-rynku-apartment-balkon-39m2-a-c-ID4gQDO,"Wrocław, Stare Miasto, Księcia Witolda",3800.0,2.0,39.0,Biuro nieruchomości,51.115085,17.0266004,Wrocław,115516.8
2120,120.0,1800.0,4.0,20000.0,8.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2000.0,Materiał_budynku_inne,,False,/pl/oferta/srodmiescie-ul-slominskiego-4pok-120-m-garaz-ID4gPUn,"Warszawa, Śródmieście, ul. Zygmunta Słomińskiego",10000.0,4.0,120.0,Biuro nieruchomości,52.257769,20.9945254,Warszawa,90327.38888888889
2122,80.0,800.0,2.0,-1.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,tak,garaż/miejsce parkingowe,2009.0,inne,"piwnica, pom. użytkowe",False,/pl/oferta/komfortowy-apartament-blisko-centrum-ID4ghP9,"Białystok, Antoniuk, Antoniukowska",3900.0,2.0,80.0,Biuro nieruchomości,53.1429387,23.1345878,Białystok,268143.0
2123,56.0,290.0,2.0,5000.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,tak,,2009.0,pustak,pom. użytkowe,False,/pl/oferta/gumience-2-pokojowe-sloneczne-mieszkanie-56-m2-ID475Pu,"Szczecin, Zachód, Gumieńce, Lubelska 29",2500.0,2.0,56.0,Oferta prywatna,53.4251041,14.4852576,Szczecin,347786.0
2124,25.0,-1.0,1.0,2100.0,2.0,blok,,0,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,,2009.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/kawalerka-25-m-rondo-zaba-targowek-okazjonalny-ID4gQbU,"Warszawa, Targówek, Targówek Mieszkaniowy",2100.0,1.0,25.0,Oferta prywatna,52.2713763,21.0536728,Warszawa,90327.38888888889
2125,30.0,-1.0,1.0,-1.0,2.0,apartamentowiec,2022-06-30,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2021.0,cegła,,False,/pl/oferta/kawalerka-all-inclusive-w-scislym-centrum-ID4f4ok,"Białystok, Centrum, Wisławy Szymborskiej",2000.0,1.0,30.0,Biuro nieruchomości,53.1332696,23.149808,Białystok,268143.0
2126,58.0,330.0,3.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2011.0,cegła,"piwnica, pom. użytkowe",False,/pl/oferta/wynajem-mieszkania-nowe-miasto-ID4fgZQ,"Kręta, Białystok, podlaskie",2500.0,3.0,58.0,Biuro nieruchomości,53.1112926,23.1408382,Białystok,268143.0
2129,120.0,-1.0,3.0,20000.0,8.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2000.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/srodmiescie-ul-slominskiego-3pok-120-m-garaz-ID4gR19,"Warszawa, Śródmieście, ul. Zygmunta Słomińskiego",10000.0,3.0,120.0,Biuro nieruchomości,52.257769,20.9945254,Warszawa,90327.38888888889
2131,28.0,-1.0,1.0,-1.0,0.0,Rodzaj_zabudowy_inne,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,internet,,,plastikowe,nie,garaż/miejsce parkingowe,2003.0,cegła,,False,/pl/oferta/jednopokojowe-mieszkanie-os-kochanowskiego-ID4gYll,"Kielce, Barwinek, Dymińska",800.0,1.0,28.0,Biuro nieruchomości,50.8555002,20.6359159,Kielecki,7433.5
2132,38.0,-1.0,2.0,-1.0,2.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2021.0,cegła,,False,/pl/oferta/scisle-centrum-2-pokoje-all-inclusive-ID4f4on,"Białystok, Centrum, Wisławy Szymborskiej",2800.0,2.0,38.0,Biuro nieruchomości,53.1332696,23.149808,Białystok,268143.0
2133,33.0,300.0,1.0,3000.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, piekarnik, kuchenka",,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,pustak,piwnica,False,/pl/oferta/lokal-mieszkalny-salon-z-aneksem-na-wynajem-ID4gwEh,"Tczew, pomorskie",1950.0,1.0,33.0,Biuro nieruchomości,54.0919269,18.7773072,Tczewski,13458.125
2134,49.0,-1.0,2.0,2500.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, piekarnik, kuchenka, pralka",internet,miejskie,domofon / wideofon,plastikowe,nie,,2021.0,Materiał_budynku_inne,,False,/pl/oferta/jablonna-ul-akademijna-2pok-49-m-ID4giir,"Jabłonna, mazowieckie",2500.0,2.0,49.0,Biuro nieruchomości,52.3780696,20.9170219,Legionowski,19067.0
2135,150.0,-1.0,5.0,-1.0,1.0,dom wolnostojący,2022-06-01,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,gazowe,teren zamknięty,plastikowe,nie,garaż/miejsce parkingowe,2000.0,cegła,"dwupoziomowe, pom. użytkowe",False,/pl/oferta/dom-dla-2-3-par-150m2-5-pokoi-ogrod-raszyn-bezposr-ID4aQ6r,"Raszyn, mazowieckie",6800.0,0.0,150.0,Oferta prywatna,52.1537625,20.9200851,Pruszkowski,22394.0
2137,34.0,-1.0,2.0,4000.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,tak,,2021.0,cegła,"tylko dla niepalących, pom. użytkowe",False,/pl/oferta/mieszanie-34-m2-centrum-szczecina-ID4gOjT,"Szczecin, Śródmieście, ul. Mariana Langiewicza 27",2300.0,2.0,34.0,Oferta prywatna,53.4228063,14.5406198,Szczecin,347786.0
2138,49.0,-1.0,2.0,2500.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, piekarnik, kuchenka, pralka",internet,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/jablonna-ul-akademijna-2pok-49-m-parking-ID4guai,"ul. Akademijna, Jabłonna, mazowieckie",2500.0,2.0,49.0,Biuro nieruchomości,52.3776307,20.9317034,Legionowski,19067.0
2139,45.0,520.0,2.0,-1.0,1.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,nie,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-w-stylu-industrialnym-na-kamionku-ID4gM7N,"Warszawa, Praga-Południe, Kamionkowska",4100.0,2.0,45.0,Biuro nieruchomości,52.2475264,21.0636903,Warszawa,90327.38888888889
2141,36.0,220.0,2.0,3000.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,lodówka,,,,plastikowe,nie,,1970.0,cegła,"piwnica, oddzielna kuchnia",False,/pl/oferta/mieszkanie-dla-studentow-lub-pary-ID4gYiC,"Zabrze, Rokitnica",1450.0,2.0,36.0,Biuro nieruchomości,50.3664515,18.7917144,Zabrze,148281.0
2144,48.0,400.0,2.0,-1.0,2.0,blok,,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,,plastikowe,tak,,2000.0,Materiał_budynku_inne,"piwnica, pom. użytkowe",False,/pl/oferta/zabiniec-48m2-2pok-balkon-w-pelni-umeblowane-ID4gYis,"Kraków, Prądnik Biały",2100.0,2.0,48.0,Biuro nieruchomości,50.0926876,19.9241497,Kraków,141070.0
2146,31.0,300.0,1.0,2500.0,4.0,apartamentowiec,,1,0,0,tak,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2017.0,cegła,"tylko dla niepalących, oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/studio-gdansk-jasien-z-miejscem-parkingowym-ID46Q4p,"Gdańsk, Jasień, Kaziemierza Leskiego 34",1750.0,1.0,31.0,Oferta prywatna,54.3242975,18.5613628,Gdańsk,420796.0
2147,40.83,508.0,2.0,2500.0,4.0,Rodzaj_zabudowy_inne,2022-06-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,,,,nie,garaż/miejsce parkingowe,2018.0,Materiał_budynku_inne,,False,/pl/oferta/jasne-przestronne-dwupokojowe-na-ul-dauna-ID4gY1I,"Kraków, Podgórze Duchackie, Alfreda Dauna",2800.0,2.0,40.83,Biuro nieruchomości,50.0233335,19.9734597,Kraków,141070.0
2148,51.0,630.0,2.0,4200.0,5.0,apartamentowiec,2022-07-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,internet,miejskie,"domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/nowoczesne-w-poblizu-olivia-business-centre-ID4gY1z,"Gdańsk, Oliwa, Opacka",3500.0,2.0,51.0,Biuro nieruchomości,54.4126697,18.5598886,Gdańsk,420796.0
2151,73.0,1.0,4.0,7000.0,6.0,apartamentowiec,2022-03-01,1,0,0,,,biuro nieruchomości ,,,,miejskie,"domofon / wideofon, monitoring / ochrona",,tak,,2019.0,Materiał_budynku_inne,,False,/pl/oferta/4-pokoje-na-wynajem-warsaw-spire-fajny-widok-ID4fuS2,"Warszawa, Wola, Przyokopowa",7000.0,4.0,73.0,Biuro nieruchomości,52.2297544,20.9806246,Warszawa,90327.38888888889
2155,35.0,-1.0,2.0,1900.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2010.0,cegła,piwnica,False,/pl/oferta/komfortowe-mieszkanie-kopernik-park-wynajme-ID4gY13,"Olsztyn, Centrum, ul. 1 Maja",1900.0,2.0,35.0,Oferta prywatna,53.778422,20.4801193,Olsztyn,154339.0
2158,58.0,-1.0,3.0,-1.0,7.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/sloneczny-apartament-w-prestizowej-inwestycji-ID4gY1y,"Łódź, Śródmieście, ks. bp. Wincentego Tymienieckiego",4000.0,3.0,58.0,Biuro nieruchomości,51.7525157,19.4767132,Łódź,120202.8
2159,86.0,-1.0,4.0,14400.0,4.0,apartamentowiec,,1,0,0,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2018.0,cegła,tylko dla niepalących,False,/pl/oferta/luksusowe-mieszkanie-4-pokojowe-na-bemowie-ID3Sxxe,"Warszawa, Bemowo, Bemowo Residence",7200.0,4.0,86.0,Oferta prywatna,52.2409067,20.9113297,Warszawa,90327.38888888889
2160,70.0,-1.0,3.0,6000.0,0.0,szeregowiec,,0,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",gazowe,"teren zamknięty, domofon / wideofon",plastikowe,nie,garaż/miejsce parkingowe,2022.0,cegła,pom. użytkowe,False,/pl/oferta/nowe-mieszkanie-do-wynajecia-bezposrednio-ID4gY0O,"Warszawa, Wawer, ul. Jeziorowa",3900.0,3.0,70.0,Oferta prywatna,52.1957233,21.1270307,Warszawa,90327.38888888889
2162,28.38,300.0,1.0,-1.0,3.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2021.0,cegła,,False,/pl/oferta/komfortowy-apartament-do-wynajecia-ID4gKJI,"Targowa, Toruń, kujawsko-pomorskie",1400.0,1.0,28.38,Biuro nieruchomości,53.0206216,18.6341016,Toruń,175852.0
2163,51.0,400.0,2.0,4000.0,1.0,kamienica,2022-06-01,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,gazowe,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,,1960.0,cegła,"piwnica, oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/wynajme-mieszkanie-2-osobne-pokoje-pl-grunwaldzki-ID3CU92,"Wrocław, Śródmieście, Plac Grunwaldzki",3100.0,2.0,51.0,Oferta prywatna,51.1123373,17.0627448,Wrocław,115516.8
2164,51.0,630.0,2.0,4200.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/2-pokoje-wolne-od-lipca-gdansk-oliwa-ID4gY0k,"Gdańsk, Oliwa, ul. Opacka",3500.0,2.0,51.0,Biuro nieruchomości,54.4126697,18.5598886,Gdańsk,420796.0
2165,41.69,-1.0,2.0,3190.0,3.0,blok,2022-06-01,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2018.0,beton komórkowy,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/zamieszkaj-w-ciszy-przy-placu-szembeka-ID4gY0Y,"Warszawa, Praga-Południe, ul. Mlądzka",2790.0,2.0,41.69,Oferta prywatna,52.2401769,21.0988194,Warszawa,90327.38888888889
2166,64.0,-1.0,2.0,4500.0,3.0,apartamentowiec,,1,0,0,,,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2010.0,cegła,oddzielna kuchnia,False,/pl/oferta/wilanow-ul-kazachska-ID46ozn,"Warszawa, Wilanów, ul. Kazachska 1",4200.0,2.0,64.0,Oferta prywatna,52.161505,21.0801466,Warszawa,90327.38888888889
2167,52.0,-1.0,2.0,2800.0,4.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2008.0,Materiał_budynku_inne,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/2-osobne-pok-52m-ul-pulawska-metro-sluzew-garaz-ID4gY0y,"Warszawa, Mokotów, ul. Puławska",2800.0,2.0,52.0,Biuro nieruchomości,52.1899564,21.0243597,Warszawa,90327.38888888889
2168,65.08,350.0,3.0,6400.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,gazowe,domofon / wideofon,,nie,garaż/miejsce parkingowe,2014.0,Materiał_budynku_inne,,False,/pl/oferta/wynajme-3pokojowe-mieszkanie-z-miejscem-postojowym-ID4gXZW,"Szczecin, Prawobrzeże, Płonia",3200.0,3.0,65.08,Oferta prywatna,53.3432144,14.7761728,Szczecin,347786.0
2170,45.0,-1.0,2.0,-1.0,3.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,tak,,1975.0,wielka płyta,oddzielna kuchnia,False,/pl/oferta/czynsz-z-zaliczkami-na-media-w-cenie-najmu-ID4gXZy,"Warszawa, Wola, Jana Olbrachta",2500.0,2.0,45.0,Biuro nieruchomości,52.2338003,20.9295749,Warszawa,90327.38888888889
2171,41.7,500.0,2.0,4000.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",telewizja kablowa,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,,2022.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/do-wynajecia-nowe-umeblowane-mieszkanie-lezyca-ID4gyeM,"Zielona Góra, Łężyca",2000.0,2.0,41.7,Biuro nieruchomości,51.98333299999999,15.483333,Zielonogórski,5092.785714285715
